Date,close,location
2020-06-19,2967.63,China
2020-06-18,2939.32,China
2020-06-17,2935.87,China
2020-06-16,2931.75,China
2020-06-15,2890.03,China
2020-06-12,2919.74,China
2020-06-11,2920.9,China
2020-06-10,2943.75,China
2020-06-09,2956.11,China
2020-06-08,2937.77,China
2020-06-05,2930.8,China
2020-06-04,2919.25,China
2020-06-03,2923.37,China
2020-06-02,2921.4,China
2020-06-01,2915.43,China
2020-05-29,2852.35,China
2020-05-28,2846.22,China
2020-05-27,2836.8,China
2020-05-26,2846.55,China
2020-05-25,2817.97,China
2020-05-22,2813.77,China
2020-05-21,2867.92,China
2020-05-20,2883.74,China
2020-05-19,2898.58,China
2020-05-18,2875.42,China
2020-05-15,2868.46,China
2020-05-14,2870.34,China
2020-05-13,2898.05,China
2020-05-12,2891.56,China
2020-05-11,2894.8,China
2020-05-08,2895.34,China
2020-05-07,2871.52,China
2020-05-06,2878.14,China
2020-04-30,2860.08,China
2020-04-29,2822.44,China
2020-04-28,2810.02,China
2020-04-27,2815.49,China
2020-04-24,2808.53,China
2020-04-23,2838.5,China
2020-04-22,2843.98,China
2020-04-21,2827.01,China
2020-04-20,2852.55,China
2020-04-17,2838.49,China
2020-04-16,2819.93,China
2020-04-15,2811.17,China
2020-04-14,2827.28,China
2020-04-13,2783.05,China
2020-04-10,2796.63,China
2020-04-09,2825.9,China
2020-04-08,2815.37,China
2020-04-07,2820.76,China
2020-04-03,2763.99,China
2020-04-02,2780.64,China
2020-04-01,2734.52,China
2020-03-31,2750.3,China
2020-03-30,2747.21,China
2020-03-27,2772.2,China
2020-03-26,2764.91,China
2020-03-25,2781.59,China
2020-03-24,2722.44,China
2020-03-23,2660.17,China
2020-03-20,2745.62,China
2020-03-19,2702.13,China
2020-03-18,2728.76,China
2020-03-17,2779.64,China
2020-03-16,2789.25,China
2020-03-13,2887.43,China
2020-03-12,2923.49,China
2020-03-11,2968.52,China
2020-03-10,2996.76,China
2020-03-09,2943.29,China
2020-03-06,3034.51,China
2020-03-05,3071.68,China
2020-03-04,3011.67,China
2020-03-03,2992.9,China
2020-03-02,2970.93,China
2020-02-28,2880.3,China
2020-02-27,2991.33,China
2020-02-26,2987.93,China
2020-02-25,3013.05,China
2020-02-24,3031.23,China
2020-02-21,3039.67,China
2020-02-20,3030.15,China
2020-02-19,2975.4,China
2020-02-18,2984.97,China
2020-02-17,2983.62,China
2020-02-14,2917.01,China
2020-02-13,2906.07,China
2020-02-12,2926.9,China
2020-02-11,2901.67,China
2020-02-10,2890.49,China
2020-02-07,2875.96,China
2020-02-06,2866.51,China
2020-02-05,2818.09,China
2020-02-04,2783.29,China
2020-02-03,2746.61,China
2020-01-23,2976.53,China
2020-01-22,3060.75,China
2020-01-21,3052.14,China
2020-01-20,3095.79,China
2020-01-17,3075.5,China
2020-01-16,3074.08,China
2020-01-15,3090.04,China
2020-01-14,3106.82,China
2020-01-13,3115.57,China
2020-01-10,3092.29,China
2020-01-09,3094.88,China
2020-01-08,3066.89,China
2020-01-07,3104.8,China
2020-01-06,3083.41,China
2020-01-03,3083.79,China
2020-01-02,3085.2,China
